shipment_id,supplier_id,supplier_name,region,primary_plant,tier,part_category,risk_profile,ship_date,ship_month,ship_quarter,po_value_usd,qty_ordered,has_violation,violation_type,penalty_usd,is_false_positive,fp_suppression_reason,chargeback_issued,dispute_raised,dispute_status,final_penalty_usd
SHP-832582,SUPP_059,Supplier_059,APAC-China,Giga Shanghai,Tier 2,Electronics,Low,2024-04-03,2024-04,Q2 2024,374226,4708,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-758592,SUPP_081,Supplier_081,APAC-China,Giga Shanghai,Tier 1,Interior,Medium,2024-01-23,2024-01,Q1 2024,133669,1343,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-857501,SUPP_023,Supplier_023,NA-West,Giga Fremont,Tier 1,Battery Systems,High,2024-10-02,2024-10,Q4 2024,161034,596,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-679677,SUPP_100,Supplier_100,APAC-China,Giga Shanghai,Tier 1,Powertrain,Medium,2024-04-21,2024-04,Q2 2024,266729,3419,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-628896,SUPP_090,Supplier_090,NA-West,Giga Fremont,Tier 1,Thermal Management,High,2024-03-03,2024-03,Q1 2024,201321,676,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-272846,SUPP_022,Supplier_022,NA-West,Giga Fremont,Tier 2,Electronics,Medium,2025-01-27,2025-01,Q1 2025,416688,2720,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-828221,SUPP_063,Supplier_063,EMEA-Europe,Giga Berlin,Tier 2,Fasteners,Medium,2024-05-09,2024-05,Q2 2024,116722,4195,True,ASN_LATE,197.58,False,,True,False,N/A,197.58
SHP-882193,SUPP_085,Supplier_085,NA-West,Giga Fremont,Tier 2,Chassis & Frame,Low,2024-12-11,2024-12,Q4 2024,401077,3833,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-243110,SUPP_036,Supplier_036,APAC-China,Giga Shanghai,Tier 1,Electronics,Medium,2024-07-23,2024-07,Q3 2024,109923,3299,True,OTIF_MISS,2576.65,False,,True,True,Reversed,0.0
SHP-171551,SUPP_086,Supplier_086,APAC-China,Giga Shanghai,Tier 1,Thermal Management,Low,2024-06-16,2024-06,Q2 2024,359427,3853,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-558986,SUPP_085,Supplier_085,NA-West,Giga Fremont,Tier 2,Chassis & Frame,Low,2024-02-12,2024-02,Q1 2024,295534,2034,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-278875,SUPP_036,Supplier_036,APAC-China,Giga Shanghai,Tier 1,Electronics,Medium,2024-03-12,2024-03,Q1 2024,254828,2336,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-230182,SUPP_009,Supplier_009,NA-Central,Giga Texas,Tier 1,Electronics,Medium,2025-03-05,2025-03,Q1 2025,17471,873,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-804005,SUPP_056,Supplier_056,APAC-China,Giga Shanghai,Tier 1,Battery Systems,Low,2024-09-30,2024-09,Q3 2024,396731,3251,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-475481,SUPP_013,Supplier_013,NA-West,Giga Fremont,Tier 3,Interior,Low,2025-01-25,2025-01,Q1 2025,13877,2288,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-658155,SUPP_080,Supplier_080,NA-West,Giga Fremont,Tier 1,Thermal Management,Medium,2024-04-01,2024-04,Q2 2024,121598,332,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-950931,SUPP_016,Supplier_016,NA-East,Giga New York,Tier 3,Fasteners,High,2024-04-20,2024-04,Q2 2024,239765,441,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-423301,SUPP_079,Supplier_079,APAC-China,Giga Shanghai,Tier 2,Battery Systems,Medium,2024-09-24,2024-09,Q3 2024,344074,892,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-361829,SUPP_074,Supplier_074,NA-East,Giga New York,Tier 2,Electronics,Medium,2024-08-15,2024-08,Q3 2024,35480,4950,True,PO_VIOLATION,1987.65,False,,True,False,N/A,1987.65
SHP-115267,SUPP_020,Supplier_020,NA-East,Giga New York,Tier 1,Battery Systems,High,2024-07-10,2024-07,Q3 2024,133063,1688,True,PO_VIOLATION,0.0,True,Tesla_Emergency_Reroute,False,False,N/A,0.0
SHP-166240,SUPP_120,Supplier_120,NA-Central,Giga Texas,Tier 2,Chassis & Frame,Medium,2024-06-21,2024-06,Q2 2024,438192,1624,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-146150,SUPP_071,Supplier_071,APAC-China,Giga Shanghai,Tier 1,Chassis & Frame,Medium,2024-04-22,2024-04,Q2 2024,58647,1425,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-438354,SUPP_112,Supplier_112,NA-Central,Giga Texas,Tier 2,Electronics,Medium,2024-07-31,2024-07,Q3 2024,276697,932,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-668016,SUPP_016,Supplier_016,NA-East,Giga New York,Tier 3,Fasteners,High,2024-10-14,2024-10,Q4 2024,336616,1602,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-211028,SUPP_111,Supplier_111,EMEA-Europe,Giga Berlin,Tier 1,Powertrain,Medium,2024-07-21,2024-07,Q3 2024,232332,1039,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-323103,SUPP_065,Supplier_065,NA-West,Giga Fremont,Tier 1,Thermal Management,High,2024-07-01,2024-07,Q3 2024,177537,1472,True,LABEL_ERROR,105.99,False,,True,False,N/A,105.99
SHP-391983,SUPP_099,Supplier_099,NA-East,Giga New York,Tier 1,Powertrain,High,2024-08-22,2024-08,Q3 2024,123393,590,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-904829,SUPP_032,Supplier_032,APAC-China,Giga Shanghai,Tier 2,Electronics,Low,2024-11-28,2024-11,Q4 2024,335108,3072,True,QTY_MISMATCH,16941.33,False,,True,False,N/A,16941.33
SHP-929696,SUPP_073,Supplier_073,EMEA-Europe,Giga Berlin,Tier 1,Exterior Panels,Low,2024-11-02,2024-11,Q4 2024,269921,884,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-199346,SUPP_046,Supplier_046,NA-East,Giga New York,Tier 1,Thermal Management,Low,2025-03-11,2025-03,Q1 2025,306427,1454,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-908878,SUPP_016,Supplier_016,NA-East,Giga New York,Tier 3,Fasteners,High,2024-11-03,2024-11,Q4 2024,178055,3233,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-898717,SUPP_081,Supplier_081,APAC-China,Giga Shanghai,Tier 1,Interior,Medium,2024-12-21,2024-12,Q4 2024,77694,2770,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-798740,SUPP_093,Supplier_093,NA-Central,Giga Texas,Tier 1,Exterior Panels,Medium,2025-03-28,2025-03,Q1 2025,368513,2654,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-771709,SUPP_055,Supplier_055,NA-West,Giga Fremont,Tier 1,Interior,Medium,2024-09-03,2024-09,Q3 2024,43396,2795,True,SHORTSHIP,3331.34,False,,True,False,N/A,3331.34
SHP-113937,SUPP_117,Supplier_117,NA-East,Giga New York,Tier 1,Battery Systems,High,2025-01-14,2025-01,Q1 2025,129857,4174,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-873758,SUPP_111,Supplier_111,EMEA-Europe,Giga Berlin,Tier 1,Powertrain,Medium,2024-04-29,2024-04,Q2 2024,19121,1066,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-162833,SUPP_084,Supplier_084,NA-West,Giga Fremont,Tier 1,Fasteners,Low,2024-08-07,2024-08,Q3 2024,405014,2045,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-259038,SUPP_048,Supplier_048,EMEA-Europe,Giga Berlin,Tier 1,Electronics,Low,2024-03-11,2024-03,Q1 2024,204358,4135,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-444656,SUPP_029,Supplier_029,NA-West,Giga Fremont,Tier 1,Fasteners,High,2024-07-11,2024-07,Q3 2024,115156,360,True,SHORTSHIP,11716.88,False,,True,False,N/A,11716.88
SHP-897435,SUPP_079,Supplier_079,APAC-China,Giga Shanghai,Tier 2,Battery Systems,Medium,2024-03-09,2024-03,Q1 2024,153818,2651,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-402467,SUPP_070,Supplier_070,NA-West,Giga Fremont,Tier 3,Interior,Low,2024-01-21,2024-01,Q1 2024,281087,3448,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-447362,SUPP_048,Supplier_048,EMEA-Europe,Giga Berlin,Tier 1,Electronics,Low,2025-01-19,2025-01,Q1 2025,20422,1926,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-797309,SUPP_077,Supplier_077,EMEA-Europe,Giga Berlin,Tier 2,Exterior Panels,Medium,2024-06-24,2024-06,Q2 2024,135008,1736,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-500016,SUPP_014,Supplier_014,EMEA-Europe,Giga Berlin,Tier 1,Thermal Management,Medium,2024-05-07,2024-05,Q2 2024,428191,1872,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-106336,SUPP_036,Supplier_036,APAC-China,Giga Shanghai,Tier 1,Electronics,Medium,2024-09-23,2024-09,Q3 2024,176630,1553,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-154638,SUPP_070,Supplier_070,NA-West,Giga Fremont,Tier 3,Interior,Low,2024-02-03,2024-02,Q1 2024,265762,623,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-971598,SUPP_111,Supplier_111,EMEA-Europe,Giga Berlin,Tier 1,Powertrain,Medium,2024-11-20,2024-11,Q4 2024,82203,1722,True,PKG_DEVIATION,0.0,True,Pre_Approved_Alternate,False,False,N/A,0.0
SHP-546944,SUPP_006,Supplier_006,NA-West,Giga Fremont,Tier 1,Electronics,Medium,2025-02-11,2025-02,Q1 2025,115150,1985,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-307131,SUPP_057,Supplier_057,EMEA-Europe,Giga Berlin,Tier 3,Exterior Panels,Medium,2025-01-06,2025-01,Q1 2025,252881,2601,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-417824,SUPP_073,Supplier_073,EMEA-Europe,Giga Berlin,Tier 1,Exterior Panels,Low,2024-05-05,2024-05,Q2 2024,230306,1495,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-311184,SUPP_020,Supplier_020,NA-East,Giga New York,Tier 1,Battery Systems,High,2024-05-26,2024-05,Q2 2024,310211,3722,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-275915,SUPP_065,Supplier_065,NA-West,Giga Fremont,Tier 1,Thermal Management,High,2024-05-19,2024-05,Q2 2024,417620,3991,True,LABEL_ERROR,299.12,False,,True,True,Partial_Credit,149.56
SHP-870627,SUPP_112,Supplier_112,NA-Central,Giga Texas,Tier 2,Electronics,Medium,2024-08-29,2024-08,Q3 2024,239408,3512,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-932106,SUPP_008,Supplier_008,NA-West,Giga Fremont,Tier 2,Interior,Medium,2024-08-09,2024-08,Q3 2024,406628,1326,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-187275,SUPP_098,Supplier_098,EMEA-Europe,Giga Berlin,Tier 2,Interior,Low,2024-09-03,2024-09,Q3 2024,18386,3174,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-679707,SUPP_020,Supplier_020,NA-East,Giga New York,Tier 1,Battery Systems,High,2025-01-23,2025-01,Q1 2025,165407,4925,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-420704,SUPP_073,Supplier_073,EMEA-Europe,Giga Berlin,Tier 1,Exterior Panels,Low,2025-01-07,2025-01,Q1 2025,100117,2157,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-604201,SUPP_073,Supplier_073,EMEA-Europe,Giga Berlin,Tier 1,Exterior Panels,Low,2024-08-20,2024-08,Q3 2024,156491,3123,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-305222,SUPP_066,Supplier_066,NA-East,Giga New York,Tier 3,Electronics,Medium,2024-02-06,2024-02,Q1 2024,182710,1169,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-536019,SUPP_111,Supplier_111,EMEA-Europe,Giga Berlin,Tier 1,Powertrain,Medium,2024-03-20,2024-03,Q1 2024,107418,84,True,LABEL_ERROR,345.73,False,,True,False,N/A,345.73
SHP-422763,SUPP_004,Supplier_004,NA-West,Giga Fremont,Tier 2,Thermal Management,Low,2024-07-21,2024-07,Q3 2024,397123,3106,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-140712,SUPP_056,Supplier_056,APAC-China,Giga Shanghai,Tier 1,Battery Systems,Low,2024-11-24,2024-11,Q4 2024,316443,633,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-900011,SUPP_120,Supplier_120,NA-Central,Giga Texas,Tier 2,Chassis & Frame,Medium,2024-03-04,2024-03,Q1 2024,209759,4683,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-612357,SUPP_023,Supplier_023,NA-West,Giga Fremont,Tier 1,Battery Systems,High,2024-08-11,2024-08,Q3 2024,141828,2905,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-782524,SUPP_039,Supplier_039,NA-East,Giga New York,Tier 3,Thermal Management,Low,2024-11-21,2024-11,Q4 2024,368966,3066,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-136183,SUPP_069,Supplier_069,NA-Central,Giga Texas,Tier 1,Interior,Medium,2024-07-16,2024-07,Q3 2024,230319,2071,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-776681,SUPP_038,Supplier_038,NA-Central,Giga Texas,Tier 1,Battery Systems,Low,2025-02-20,2025-02,Q1 2025,197485,281,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-254525,SUPP_091,Supplier_091,EMEA-Europe,Giga Berlin,Tier 1,Powertrain,High,2024-03-16,2024-03,Q1 2024,145012,3781,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-794791,SUPP_049,Supplier_049,NA-West,Giga Fremont,Tier 2,Electronics,Low,2024-05-10,2024-05,Q2 2024,137716,4982,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-196789,SUPP_038,Supplier_038,NA-Central,Giga Texas,Tier 1,Battery Systems,Low,2025-03-06,2025-03,Q1 2025,92634,151,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-714633,SUPP_029,Supplier_029,NA-West,Giga Fremont,Tier 1,Fasteners,High,2024-11-25,2024-11,Q4 2024,381088,3198,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-273878,SUPP_066,Supplier_066,NA-East,Giga New York,Tier 3,Electronics,Medium,2024-02-11,2024-02,Q1 2024,279862,1596,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-624966,SUPP_100,Supplier_100,APAC-China,Giga Shanghai,Tier 1,Powertrain,Medium,2025-02-28,2025-02,Q1 2025,231803,2121,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-869584,SUPP_019,Supplier_019,NA-East,Giga New York,Tier 1,Interior,Low,2024-09-29,2024-09,Q3 2024,353236,3185,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-382089,SUPP_003,Supplier_003,EMEA-Europe,Giga Berlin,Tier 2,Exterior Panels,Medium,2024-07-29,2024-07,Q3 2024,402506,778,True,LABEL_ERROR,507.11,False,,True,False,N/A,507.11
SHP-106732,SUPP_090,Supplier_090,NA-West,Giga Fremont,Tier 1,Thermal Management,High,2025-01-18,2025-01,Q1 2025,117851,3310,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-538136,SUPP_066,Supplier_066,NA-East,Giga New York,Tier 3,Electronics,Medium,2024-03-27,2024-03,Q1 2024,436023,4078,True,ASN_MISSING,1637.99,False,,True,True,Pending,1637.99
SHP-278922,SUPP_062,Supplier_062,NA-West,Giga Fremont,Tier 1,Thermal Management,Low,2024-09-25,2024-09,Q3 2024,226545,2412,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-307639,SUPP_003,Supplier_003,EMEA-Europe,Giga Berlin,Tier 2,Exterior Panels,Medium,2024-03-31,2024-03,Q1 2024,204425,1576,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-572552,SUPP_117,Supplier_117,NA-East,Giga New York,Tier 1,Battery Systems,High,2024-09-06,2024-09,Q3 2024,103412,4167,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-161847,SUPP_076,Supplier_076,NA-West,Giga Fremont,Tier 1,Powertrain,Medium,2024-10-17,2024-10,Q4 2024,434964,1791,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-528649,SUPP_005,Supplier_005,NA-West,Giga Fremont,Tier 1,Interior,Medium,2025-01-18,2025-01,Q1 2025,103802,1621,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-274195,SUPP_105,Supplier_105,APAC-China,Giga Shanghai,Tier 1,Battery Systems,Medium,2024-08-13,2024-08,Q3 2024,336643,944,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-390206,SUPP_071,Supplier_071,APAC-China,Giga Shanghai,Tier 1,Chassis & Frame,Medium,2024-02-10,2024-02,Q1 2024,161682,752,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-601111,SUPP_104,Supplier_104,NA-Central,Giga Texas,Tier 1,Chassis & Frame,Medium,2024-02-02,2024-02,Q1 2024,187386,293,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-107577,SUPP_114,Supplier_114,NA-Central,Giga Texas,Tier 1,Fasteners,Medium,2024-09-05,2024-09,Q3 2024,360743,875,True,OTIF_MISS,15351.04,False,,True,False,N/A,15351.04
SHP-645337,SUPP_015,Supplier_015,NA-West,Giga Fremont,Tier 3,Powertrain,Medium,2024-12-06,2024-12,Q4 2024,313369,392,True,ASN_LATE,0.0,True,EDI_System_Delay,False,False,N/A,0.0
SHP-453401,SUPP_065,Supplier_065,NA-West,Giga Fremont,Tier 1,Thermal Management,High,2025-01-24,2025-01,Q1 2025,147374,4030,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-459742,SUPP_112,Supplier_112,NA-Central,Giga Texas,Tier 2,Electronics,Medium,2024-11-05,2024-11,Q4 2024,233157,2807,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-797385,SUPP_096,Supplier_096,NA-East,Giga New York,Tier 1,Fasteners,Low,2024-06-10,2024-06,Q2 2024,436263,2012,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-446297,SUPP_028,Supplier_028,NA-West,Giga Fremont,Tier 1,Fasteners,Medium,2024-07-23,2024-07,Q3 2024,206409,518,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-832229,SUPP_105,Supplier_105,APAC-China,Giga Shanghai,Tier 1,Battery Systems,Medium,2025-02-16,2025-02,Q1 2025,60521,75,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-393042,SUPP_097,Supplier_097,EMEA-Europe,Giga Berlin,Tier 2,Interior,Low,2024-07-24,2024-07,Q3 2024,388224,1187,True,ASN_MISSING,1790.41,False,,True,True,Reversed,0.0
SHP-748388,SUPP_107,Supplier_107,NA-West,Giga Fremont,Tier 1,Electronics,Low,2024-12-24,2024-12,Q4 2024,401970,2086,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-792299,SUPP_050,Supplier_050,EMEA-Europe,Giga Berlin,Tier 2,Interior,Medium,2024-12-17,2024-12,Q4 2024,353440,3942,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-946785,SUPP_004,Supplier_004,NA-West,Giga Fremont,Tier 2,Thermal Management,Low,2024-04-06,2024-04,Q2 2024,9640,2689,True,LABEL_ERROR,536.72,False,,True,False,N/A,536.72
SHP-608072,SUPP_066,Supplier_066,NA-East,Giga New York,Tier 3,Electronics,Medium,2025-01-11,2025-01,Q1 2025,178668,3689,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-599250,SUPP_053,Supplier_053,APAC-China,Giga Shanghai,Tier 3,Electronics,Low,2024-07-23,2024-07,Q3 2024,395556,716,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-408137,SUPP_119,Supplier_119,NA-Central,Giga Texas,Tier 2,Chassis & Frame,Low,2024-12-03,2024-12,Q4 2024,374739,872,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-699672,SUPP_029,Supplier_029,NA-West,Giga Fremont,Tier 1,Fasteners,High,2024-11-06,2024-11,Q4 2024,110276,1222,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-415986,SUPP_062,Supplier_062,NA-West,Giga Fremont,Tier 1,Thermal Management,Low,2025-02-05,2025-02,Q1 2025,383739,4183,True,SHORTSHIP,40590.93,False,,True,False,N/A,40590.93
SHP-589478,SUPP_034,Supplier_034,NA-East,Giga New York,Tier 1,Interior,High,2025-03-02,2025-03,Q1 2025,360878,4545,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-666931,SUPP_108,Supplier_108,NA-Central,Giga Texas,Tier 1,Powertrain,Low,2024-03-27,2024-03,Q1 2024,241982,997,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-791792,SUPP_033,Supplier_033,APAC-China,Giga Shanghai,Tier 2,Battery Systems,Low,2024-05-03,2024-05,Q2 2024,135588,1783,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-850534,SUPP_060,Supplier_060,APAC-China,Giga Shanghai,Tier 3,Powertrain,Low,2024-12-24,2024-12,Q4 2024,54888,914,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-903533,SUPP_119,Supplier_119,NA-Central,Giga Texas,Tier 2,Chassis & Frame,Low,2024-01-15,2024-01,Q1 2024,92009,2724,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-803176,SUPP_105,Supplier_105,APAC-China,Giga Shanghai,Tier 1,Battery Systems,Medium,2024-05-23,2024-05,Q2 2024,123540,2160,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-764323,SUPP_014,Supplier_014,EMEA-Europe,Giga Berlin,Tier 1,Thermal Management,Medium,2024-03-04,2024-03,Q1 2024,356901,1162,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-448967,SUPP_051,Supplier_051,NA-West,Giga Fremont,Tier 2,Exterior Panels,Medium,2025-01-06,2025-01,Q1 2025,265928,790,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-729858,SUPP_120,Supplier_120,NA-Central,Giga Texas,Tier 2,Chassis & Frame,Medium,2025-03-22,2025-03,Q1 2025,125338,4768,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-852293,SUPP_108,Supplier_108,NA-Central,Giga Texas,Tier 1,Powertrain,Low,2024-02-03,2024-02,Q1 2024,345634,2861,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-923218,SUPP_010,Supplier_010,NA-East,Giga New York,Tier 1,Battery Systems,High,2025-01-15,2025-01,Q1 2025,393877,3176,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-221309,SUPP_038,Supplier_038,NA-Central,Giga Texas,Tier 1,Battery Systems,Low,2024-10-14,2024-10,Q4 2024,237094,1961,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-221746,SUPP_090,Supplier_090,NA-West,Giga Fremont,Tier 1,Thermal Management,High,2024-05-28,2024-05,Q2 2024,53969,962,True,QTY_MISMATCH,3628.38,False,,True,False,N/A,3628.38
SHP-498663,SUPP_003,Supplier_003,EMEA-Europe,Giga Berlin,Tier 2,Exterior Panels,Medium,2024-10-20,2024-10,Q4 2024,200800,1093,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-718722,SUPP_091,Supplier_091,EMEA-Europe,Giga Berlin,Tier 1,Powertrain,High,2024-10-22,2024-10,Q4 2024,394357,63,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-435169,SUPP_032,Supplier_032,APAC-China,Giga Shanghai,Tier 2,Electronics,Low,2024-10-01,2024-10,Q4 2024,107540,3229,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-730841,SUPP_018,Supplier_018,EMEA-Europe,Giga Berlin,Tier 2,Fasteners,High,2025-01-29,2025-01,Q1 2025,199377,1084,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-664441,SUPP_107,Supplier_107,NA-West,Giga Fremont,Tier 1,Electronics,Low,2024-10-29,2024-10,Q4 2024,124466,923,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-411242,SUPP_064,Supplier_064,NA-East,Giga New York,Tier 2,Electronics,Low,2025-03-12,2025-03,Q1 2025,249488,2638,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-254586,SUPP_077,Supplier_077,EMEA-Europe,Giga Berlin,Tier 2,Exterior Panels,Medium,2025-03-04,2025-03,Q1 2025,122768,4144,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-990374,SUPP_038,Supplier_038,NA-Central,Giga Texas,Tier 1,Battery Systems,Low,2024-11-03,2024-11,Q4 2024,156579,1244,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-423896,SUPP_022,Supplier_022,NA-West,Giga Fremont,Tier 2,Electronics,Medium,2025-02-14,2025-02,Q1 2025,441980,331,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-988845,SUPP_070,Supplier_070,NA-West,Giga Fremont,Tier 3,Interior,Low,2024-09-14,2024-09,Q3 2024,369024,1061,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-326183,SUPP_016,Supplier_016,NA-East,Giga New York,Tier 3,Fasteners,High,2024-12-27,2024-12,Q4 2024,308926,3968,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-851583,SUPP_077,Supplier_077,EMEA-Europe,Giga Berlin,Tier 2,Exterior Panels,Medium,2024-09-10,2024-09,Q3 2024,160827,3135,True,LABEL_ERROR,176.35,False,,True,False,N/A,176.35
SHP-155119,SUPP_029,Supplier_029,NA-West,Giga Fremont,Tier 1,Fasteners,High,2024-04-17,2024-04,Q2 2024,392123,1893,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-862729,SUPP_097,Supplier_097,EMEA-Europe,Giga Berlin,Tier 2,Interior,Low,2025-03-19,2025-03,Q1 2025,414867,1516,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-674559,SUPP_096,Supplier_096,NA-East,Giga New York,Tier 1,Fasteners,Low,2024-07-19,2024-07,Q3 2024,164815,1354,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-465226,SUPP_026,Supplier_026,NA-West,Giga Fremont,Tier 2,Electronics,Low,2024-07-19,2024-07,Q3 2024,184900,3510,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-304568,SUPP_016,Supplier_016,NA-East,Giga New York,Tier 3,Fasteners,High,2025-01-22,2025-01,Q1 2025,213186,3253,True,OTIF_MISS,6069.6,False,,True,True,Reversed,0.0
SHP-439128,SUPP_070,Supplier_070,NA-West,Giga Fremont,Tier 3,Interior,Low,2024-12-24,2024-12,Q4 2024,295315,3275,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-156752,SUPP_067,Supplier_067,NA-Central,Giga Texas,Tier 2,Exterior Panels,High,2025-01-20,2025-01,Q1 2025,422857,4804,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-271646,SUPP_060,Supplier_060,APAC-China,Giga Shanghai,Tier 3,Powertrain,Low,2025-03-11,2025-03,Q1 2025,380028,2540,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-405221,SUPP_105,Supplier_105,APAC-China,Giga Shanghai,Tier 1,Battery Systems,Medium,2024-10-22,2024-10,Q4 2024,80121,3669,False,NONE,0.0,False,,False,False,N/A,0.0
SHP-305159,SUPP_011,Supplier_011,EMEA-Europe,Giga Berlin,Tier 1,Chassis & Frame,Low,2024-03-15,2024-03,Q1 2024,117977,1836,False,NONE,0.0,False,,False,False,N/A,0.0
